gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000084787	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084786	894	1199	574	729	830	842	501	762	949	493
ENSMUSG00000081092	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081093	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081096	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081097	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081094	43	49	23	58	50	43	17	28	44	46
ENSMUSG00000081095	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106164	16	3	1	22	12	6	3	6	25	9
ENSMUSG00000106165	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081098	2	3	0	2	0	0	0	0	0	0
ENSMUSG00000081099	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106160	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106161	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000106162	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106163	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085782	6	28	19	15	6	9	8	13	22	9
ENSMUSG00000085783	5	6	6	4	5	3	3	2	10	2
ENSMUSG00000094409	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085781	9	16	4	12	9	2	3	9	12	14
ENSMUSG00000085786	0	2	0	2	3	0	1	2	1	0
ENSMUSG00000085787	5	2	1	2	1	1	1	2	11	2
ENSMUSG00000085784	0	1	0	1	0	0	0	1	1	0
ENSMUSG00000085785	1	1	0	4	0	1	0	2	1	3
ENSMUSG00000094403	1	0	0	12	0	1	0	3	13	1
ENSMUSG00000094402	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085788	0	4	1	0	1	1	0	1	0	2
ENSMUSG00000094400	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094407	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061561	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000094405	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000094404	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083784	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083785	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083786	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083787	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083780	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000083781	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017390	182	246	156	176	132	135	152	299	367	294
ENSMUSG00000083783	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000109935	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083789	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096178	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093833	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108417	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093831	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093830	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107699	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107698	1	1	0	6	2	0	0	3	2	4
ENSMUSG00000093835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107695	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016664	2546	3059	1585	2143	1748	1540	1294	1661	2375	1595
ENSMUSG00000093839	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002524	1477	2063	1196	1383	1128	865	899	1294	1712	943
ENSMUSG00000107691	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107690	2	4	1	2	1	3	2	1	1	0
ENSMUSG00000107693	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107692	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081324	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081325	1	2	0	5	1	0	0	0	0	2
ENSMUSG00000081326	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081320	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081321	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081323	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081329	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020778	31	45	11	29	25	17	16	20	28	12
ENSMUSG00000110719	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002031	711	1138	593	818	777	767	549	812	871	586
ENSMUSG00000053545	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065138	0	0	1	0	0	1	0	0	1	0
ENSMUSG00000053541	1	0	0	1	1	0	0	0	0	0
ENSMUSG00000083258	0	0	0	1	0	0	0	2	3	2
ENSMUSG00000083256	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083257	4	3	3	8	2	3	1	4	6	1
ENSMUSG00000083254	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083255	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083252	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083253	2	1	0	0	2	0	0	2	2	1
ENSMUSG00000083250	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083251	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116931	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100643	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100642	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100641	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000214	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067813	581	714	275	651	392	324	281	201	545	355
ENSMUSG00000100645	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100644	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078193	16	12	12	21	23	19	7	19	21	6
ENSMUSG00000078192	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100649	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078190	15	23	22	25	34	31	11	39	41	37
ENSMUSG00000078197	0	1	2	1	1	0	1	2	1	0
ENSMUSG00000083740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067818	151	193	83	84	77	76	151	128	153	92
ENSMUSG00000088829	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099389	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099388	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099387	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099386	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099384	0	1	5	1	0	1	1	0	2	1
ENSMUSG00000099383	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035835	22	58	37	36	30	23	20	44	65	29
ENSMUSG00000099381	6	7	1	0	5	4	2	6	5	4
ENSMUSG00000099380	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118120	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083741	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101590	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018882	714	835	411	602	454	358	426	489	638	563
ENSMUSG00000101592	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101593	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101594	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035831	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000101596	2	13	18	2	2	4	2	4	7	12
ENSMUSG00000101597	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000101598	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101599	74	143	71	116	69	74	60	106	105	105
ENSMUSG00000113290	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107346	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113292	0	0	0	0	5	0	0	0	0	1
ENSMUSG00000098541	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113294	5	14	7	7	0	1	2	11	9	6
ENSMUSG00000113295	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107340	1	1	0	3	1	1	0	1	0	2
ENSMUSG00000113298	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078444	2	5	1	1	2	0	7	4	3	3
ENSMUSG00000078440	49	125	47	52	19	28	32	74	91	33
ENSMUSG00000107349	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054013	0	0	1	1	0	0	0	0	2	0
ENSMUSG00000112929	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060675	224	288	152	223	217	156	184	295	337	212
ENSMUSG00000042535	698	998	490	541	469	446	429	625	842	522
ENSMUSG00000096719	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000096718	4	1	0	0	2	3	3	1	3	4
ENSMUSG00000099969	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000099968	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096711	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060673	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096713	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096712	1	7	5	5	3	3	1	5	2	1
ENSMUSG00000096715	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000096714	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096717	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089910	0	2	0	1	0	0	1	0	0	2
ENSMUSG00000116935	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060671	79	102	59	72	70	42	57	92	119	75
ENSMUSG00000053375	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103466	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113562	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113560	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092009	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000092008	8	6	4	13	2	1	1036	2315	1974	3720
ENSMUSG00000113561	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037126	31	23	27	22	7	19	12	28	29	17
ENSMUSG00000001076	5	9	3	6	7	3	0	1	2	0
ENSMUSG00000037124	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037129	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000112922	7	20	6	11	8	13	2	6	12	11
ENSMUSG00000029012	306	424	206	353	217	218	214	249	266	315
ENSMUSG00000092006	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019756	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097222	41	116	55	86	78	66	53	105	135	85
ENSMUSG00000112659	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039676	5	3	3	12	3	3	3	7	9	8
ENSMUSG00000039671	1100	1591	771	1051	1053	911	653	916	1261	840
ENSMUSG00000039670	253	457	218	214	176	153	212	302	252	159
ENSMUSG00000039672	1	3	1	1	2	1	0	2	1	0
ENSMUSG00000112653	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112652	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112651	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112650	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112657	0	1	0	3	0	0	0	0	1	2
ENSMUSG00000039678	988	1500	767	926	643	586	650	927	1002	679
ENSMUSG00000112655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112654	6	4	4	6	3	1	2	2	5	4
ENSMUSG00000079710	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079711	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089462	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089461	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023307	930	1012	562	861	764	728	690	738	852	760
ENSMUSG00000067106	2	2	2	2	0	1	1	2	5	1
ENSMUSG00000115928	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067101	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067103	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115924	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089467	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115926	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000015668	308	389	192	276	251	247	168	193	282	200
ENSMUSG00000115921	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077081	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054901	3	5	0	5	2	6	1	5	4	2
ENSMUSG00000047153	1228	2778	1241	2248	1282	1090	937	1931	2455	1296
ENSMUSG00000054905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054909	4	0	2	0	1	0	1	2	1	1
ENSMUSG00000094379	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021238	14815	18740	10745	15738	11642	10983	10371	12810	15472	13174
ENSMUSG00000021239	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000106533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021234	15	23	21	12	17	9	13	10	11	8
ENSMUSG00000021235	304	386	193	299	205	154	183	314	365	197
ENSMUSG00000021236	14130	15201	8525	10963	7622	7669	7384	9613	12398	7754
ENSMUSG00000000301	3628	5543	3048	3862	2655	2428	2607	5068	6971	3625
ENSMUSG00000000303	1569	2096	790	1420	1317	922	773	836	1705	1142
ENSMUSG00000089468	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055053	6652	9123	4348	4697	3783	3816	2841	4132	5854	3529
ENSMUSG00000031403	544	633	365	522	426	421	365	373	480	318
ENSMUSG00000031400	140	236	113	175	163	166	107	173	219	164
ENSMUSG00000090714	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000308	2	2	4	0	4	5	4	5	5	2
ENSMUSG00000090718	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031409	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000097240	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000106532	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106909	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106906	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106904	17	53	11	32	28	32	8	25	31	28
ENSMUSG00000106905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106902	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106900	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062054	892	1165	676	777	667	672	632	915	1149	654
ENSMUSG00000021403	0	0	0	0	1	0	2	1	4	0
ENSMUSG00000094872	1	0	0	0	0	1	1	0	0	0
ENSMUSG00000094873	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094870	408	480	309	407	373	468	236	205	280	290
ENSMUSG00000094876	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056501	970	1500	747	426	346	595	472	836	1126	676
ENSMUSG00000094874	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094875	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094878	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094879	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056508	2	5	1	3	0	3	2	7	1	10
ENSMUSG00000056509	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000029027	65	123	76	95	73	76	52	93	81	79
ENSMUSG00000029026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029020	3073	4054	2390	2808	1897	1808	1934	2671	2836	1761
ENSMUSG00000029022	105	186	102	115	107	88	92	172	234	125
ENSMUSG00000112611	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029029	305	471	220	280	153	167	153	273	336	169
ENSMUSG00000029028	605	680	459	415	282	282	374	429	374	282
ENSMUSG00000093060	1	1	0	3	6	1	1	4	4	2
ENSMUSG00000093061	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000105457	3	3	1	1	1	1	1	1	1	2
ENSMUSG00000093063	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093064	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093065	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105453	1	7	3	7	5	1	0	1	1	2
ENSMUSG00000093067	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110725	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110724	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110727	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110726	3	4	0	2	1	2	0	1	1	3
ENSMUSG00000105459	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105458	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110723	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110722	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038203	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020548	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038201	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000038206	1587	1917	1037	1619	1261	1159	1126	1101	1645	1187
ENSMUSG00000038205	85	162	78	76	85	81	92	108	138	78
ENSMUSG00000038204	0	2	1	0	0	3	0	2	4	2
ENSMUSG00000020541	694	928	511	643	666	733	457	546	626	461
ENSMUSG00000103856	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038209	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038208	109	80	63	66	54	51	50	110	106	47
ENSMUSG00000020545	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020544	152	198	118	92	60	64	79	119	124	61
ENSMUSG00000020547	214	230	155	153	168	146	135	152	192	169
ENSMUSG00000020546	235	270	111	150	124	132	93	109	153	114
ENSMUSG00000118260	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118261	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028778	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000028779	748	956	559	697	477	389	492	852	917	633
ENSMUSG00000118264	6	4	4	2	2	2	1	2	3	1
ENSMUSG00000118265	0	0	0	0	0	0	0	5	0	2
ENSMUSG00000118266	1	2	1	0	0	0	0	2	1	2
ENSMUSG00000118267	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000028772	406	493	278	308	386	308	187	247	308	297
ENSMUSG00000028773	2	7	0	0	2	1	3	1	3	0
ENSMUSG00000038279	512	608	321	456	355	312	262	300	323	241
ENSMUSG00000028776	527	861	460	467	410	479	471	713	1020	516
ENSMUSG00000028777	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065057	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063902	312	305	168	197	144	109	220	147	229	127
ENSMUSG00000063903	0	3	1	2	3	0	3	2	1	2
ENSMUSG00000063904	1737	2289	1178	1390	1036	917	980	1437	1744	971
ENSMUSG00000063905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029798	227	300	165	320	226	242	161	149	325	298
ENSMUSG00000029797	36	212	49	69	36	35	26	114	86	51
ENSMUSG00000097244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029790	115	144	69	103	101	62	64	69	99	84
ENSMUSG00000098098	17	39	19	32	14	25	11	18	38	29
ENSMUSG00000098099	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101262	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072902	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072900	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066850	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097245	1	1	0	2	0	1	1	0	1	0
ENSMUSG00000117646	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101260	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070192	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101261	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025078	804	1149	735	802	651	590	604	778	971	674
ENSMUSG00000012396	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025076	922	1162	629	818	702	521	679	829	992	773
ENSMUSG00000025077	357	452	295	332	352	324	235	291	433	314
ENSMUSG00000025075	4759	6363	3030	4080	3715	3138	2937	3679	5209	3368
ENSMUSG00000101267	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102108	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102109	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101264	6	2	3	5	5	1	7	10	13	9
ENSMUSG00000052085	3387	3949	2440	2854	2813	2307	1980	2680	3239	2649
ENSMUSG00000102103	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052087	7	10	3	10	9	2	8	10	11	11
ENSMUSG00000102101	34	37	32	21	29	24	33	62	45	40
ENSMUSG00000102106	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102107	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102104	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102105	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013629	549	953	394	488	366	246	214	416	764	294
ENSMUSG00000093886	1	1	0	0	0	0	0	0	0	3
ENSMUSG00000013622	759	935	601	814	639	625	514	777	914	599
ENSMUSG00000098093	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092829	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035898	444	629	286	404	325	325	305	288	339	314
ENSMUSG00000097247	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092822	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092821	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035896	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035891	126	120	91	80	62	70	68	174	197	139
ENSMUSG00000035890	752	1027	537	606	531	531	364	527	877	519
ENSMUSG00000092825	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087036	3	7	4	3	1	5	1	7	4	5
ENSMUSG00000069998	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087034	0	0	0	1	0	2	0	1	0	0
ENSMUSG00000087035	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000087032	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087033	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087030	13	12	6	17	8	11	8	12	12	8
ENSMUSG00000087031	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117252	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000087038	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069996	1	2	0	1	0	1	0	4	1	0
ENSMUSG00000114729	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114728	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117253	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114721	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000114720	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114723	0	5	2	3	7	4	1	5	5	4
ENSMUSG00000114722	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114725	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114724	1	4	0	3	1	2	0	1	3	0
ENSMUSG00000114727	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114726	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052337	4043	4756	2652	3798	3551	3119	2348	2681	3519	2571
ENSMUSG00000052336	24	27	18	26	12	20	11	17	26	14
ENSMUSG00000032324	126	152	62	97	71	49	76	71	88	61
ENSMUSG00000052334	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037949	360	486	254	337	262	211	180	257	418	278
ENSMUSG00000032323	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000052331	171	242	146	228	197	178	169	215	238	187
ENSMUSG00000037944	7	10	5	5	9	7	15	14	17	6
ENSMUSG00000037946	31	56	21	34	28	26	19	45	42	32
ENSMUSG00000023892	145	150	86	99	140	153	101	70	104	80
ENSMUSG00000037940	31	69	23	60	23	41	32	35	49	48
ENSMUSG00000032328	6667	8698	4008	8174	5646	4264	4117	3607	5507	4990
ENSMUSG00000037942	8353	9710	4662	6913	5472	3360	5220	7109	7222	6753
ENSMUSG00000116763	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070306	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116761	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000116760	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000116767	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116766	0	0	0	0	2	1	0	1	1	2
ENSMUSG00000116765	0	2	2	3	0	0	0	1	0	2
ENSMUSG00000064665	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116769	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116768	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064666	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093885	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087789	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103472	1	3	1	2	1	1	3	3	6	1
ENSMUSG00000023387	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087780	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087781	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087782	0	1	1	0	1	1	0	0	0	3
ENSMUSG00000087783	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000087784	0	0	1	1	0	0	0	1	1	1
ENSMUSG00000087785	5	2	3	2	3	6	1	2	3	5
ENSMUSG00000087786	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103474	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116881	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103477	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089794	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000116886	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064663	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101400	0	5	2	2	2	1	1	1	2	5
ENSMUSG00000021797	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021796	1328	1644	831	1210	1066	997	844	869	1195	1063
ENSMUSG00000021795	39	71	21	22	35	15	11	22	27	29
ENSMUSG00000021794	45423	59350	34864	43211	31162	28648	26351	34907	45494	32880
ENSMUSG00000114897	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021792	4417	5384	2986	3963	3401	3603	2462	2304	2951	2464
ENSMUSG00000021791	0	0	0	0	0	2	1	0	1	0
ENSMUSG00000021790	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000114899	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114898	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000110591	11	22	4	14	33	33	10	8	20	13
ENSMUSG00000105731	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000021799	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021798	9	11	2	4	2	0	11	5	2	2
ENSMUSG00000086786	0	0	0	4	0	1	0	0	0	0
ENSMUSG00000086785	0	1	2	0	0	0	0	4	0	0
ENSMUSG00000086784	2031	2984	1597	1967	1299	1072	1206	1986	2275	1309
ENSMUSG00000086783	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086782	61	147	81	132	110	96	71	114	142	103
ENSMUSG00000086781	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089792	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116499	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000116498	3	3	0	5	1	0	0	1	3	0
ENSMUSG00000086789	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086788	0	0	0	0	0	0	0	0	0	0
