gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000101536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094886	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043252	1504	978	919	847	1369	991	1517	940	1253	1352	1184	1270
ENSMUSG00000043251	87	67	58	55	112	54	112	64	87	93	56	90
ENSMUSG00000043257	123	117	95	106	161	95	153	117	169	170	122	199
ENSMUSG00000043259	5	1	2	4	5	6	11	2	8	2	2	8
ENSMUSG00000094880	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006127	381	276	371	379	475	379	473	273	510	440	326	529
ENSMUSG00000095288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107128	0	2	1	1	0	0	2	0	0	0	1	1
ENSMUSG00000095282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095281	0	2	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000095286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095287	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010841	0	0	0	0	5	0	2	1	3	1	0	5
ENSMUSG00000095285	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014355	2122	1418	1428	1713	2383	1523	1920	1062	1624	1689	1595	1857
ENSMUSG00000073821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014353	763	570	586	695	862	684	899	573	988	814	687	857
ENSMUSG00000064272	1	0	0	1	0	0	1	0	1	1	0	1
ENSMUSG00000014351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088420	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088422	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017831	1743	1063	1218	1118	1412	1447	1519	970	1577	1245	1192	1196
ENSMUSG00000088426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088428	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000088429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080237	4	8	7	7	11	3	9	3	11	3	3	9
ENSMUSG00000091523	2	0	1	0	3	1	0	1	0	1	2	0
ENSMUSG00000009092	11	14	12	6	3	5	2	3	2	8	3	3
ENSMUSG00000009093	0	0	0	0	0	0	0	1	0	1	0	1
ENSMUSG00000009090	2371	1629	1468	1621	2432	1230	2356	1327	2140	2002	1607	2010
ENSMUSG00000009097	3	1	1	0	0	0	3	1	0	0	0	0
ENSMUSG00000107168	1	6	4	4	6	2	8	3	11	5	11	5
ENSMUSG00000107167	2	0	1	1	0	0	2	0	0	0	0	3
ENSMUSG00000107165	5	6	2	3	1	4	3	5	8	4	8	6
ENSMUSG00000107164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107163	0	1	0	0	4	0	2	1	5	1	3	2
ENSMUSG00000107162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107161	8	11	7	9	13	8	7	5	11	6	5	7
ENSMUSG00000107160	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087951	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087950	30	42	44	37	25	19	5	4	6	4	3	4
ENSMUSG00000087954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087956	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087959	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017718	570	369	220	432	526	151	320	445	339	529	228	504
ENSMUSG00000017713	106	95	89	94	173	69	165	85	128	123	139	114
ENSMUSG00000017716	11	22	14	11	29	8	10	16	17	21	10	16
ENSMUSG00000017715	234	265	169	187	291	162	367	169	295	272	260	211
ENSMUSG00000118003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113587	0	0	0	0	0	1	0	2	1	1	0	2
ENSMUSG00000015405	20	7	13	18	12	10	11	12	16	11	19	13
ENSMUSG00000015401	6	3	2	4	5	1	5	1	4	2	1	3
ENSMUSG00000019578	258	183	179	145	235	169	263	155	274	186	141	262
ENSMUSG00000019579	1649	1065	948	1044	1560	732	1259	845	1321	1038	1225	1070
ENSMUSG00000078847	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098789	0	0	1	3	3	6	5	0	5	3	0	1
ENSMUSG00000045639	420	333	396	332	521	345	549	368	605	584	417	505
ENSMUSG00000019577	489	381	180	414	943	388	719	237	354	446	484	411
ENSMUSG00000099702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099700	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099707	430	230	371	364	581	415	541	292	502	503	431	677
ENSMUSG00000099706	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099704	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099708	20	12	7	6	22	13	38	9	12	8	18	13
ENSMUSG00000111892	0	0	2	0	2	0	0	0	1	3	0	0
ENSMUSG00000093536	0	0	0	0	0	1	0	1	2	2	0	0
ENSMUSG00000093537	0	0	0	0	0	0	0	0	2	1	0	0
ENSMUSG00000093534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093538	3	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097626	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000097627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097624	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060807	11041	6638	8300	9015	14910	8780	24774	11607	13712	18070	12833	17393
ENSMUSG00000097622	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000097623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097620	6	14	10	18	12	6	3	11	11	8	17	7
ENSMUSG00000097621	1	0	0	2	0	0	3	0	0	0	0	0
ENSMUSG00000010154	3	1	1	7	4	1	6	1	2	0	1	4
ENSMUSG00000097628	0	0	0	0	0	0	2	0	0	0	2	0
ENSMUSG00000094439	0	1	3	0	3	0	2	0	3	1	4	0
ENSMUSG00000112073	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000003234	1085	1044	732	891	1342	867	1193	598	968	1049	858	1081
ENSMUSG00000112071	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112070	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112077	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112075	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000003235	1258	712	746	750	1166	692	1083	664	1032	876	891	796
ENSMUSG00000112079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112078	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093289	0	0	0	0	0	0	3	0	0	1	0	0
ENSMUSG00000108249	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000049985	0	3	2	4	1	3	1	4	5	4	5	8
ENSMUSG00000093280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108242	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110504	1	0	3	0	3	1	2	0	1	1	1	1
ENSMUSG00000110507	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110506	0	2	3	0	3	1	5	2	6	0	1	4
ENSMUSG00000110501	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000110500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110502	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000074261	0	2	0	0	0	0	0	0	0	3	0	1
ENSMUSG00000105917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110509	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000110508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041498	2	0	1	2	0	1	1	2	3	6	2	3
ENSMUSG00000093803	72	70	81	53	91	68	96	62	77	79	48	78
ENSMUSG00000041491	70	72	55	58	108	65	102	42	84	71	60	73
ENSMUSG00000108443	0	1	0	0	2	0	1	0	1	0	0	1
ENSMUSG00000090397	11	11	9	8	10	13	14	5	4	9	6	8
ENSMUSG00000090396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090394	98	60	127	114	114	82	249	186	219	212	126	152
ENSMUSG00000101289	6	7	6	4	10	3	8	15	11	15	10	8
ENSMUSG00000024109	285	184	210	190	321	227	283	145	306	248	228	223
ENSMUSG00000055456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112184	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108447	1	10	6	5	17	7	8	6	12	6	7	15
ENSMUSG00000093805	7	4	2	4	5	4	3	3	7	6	4	1
ENSMUSG00000112182	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051518	359	250	192	258	413	182	321	200	272	300	240	323
ENSMUSG00000051517	4	3	9	6	6	3	9	4	11	11	9	7
ENSMUSG00000051515	1	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000051510	2226	1698	2066	2011	2619	1507	2221	1672	2254	2129	1840	2266
ENSMUSG00000064918	1	3	3	2	2	0	1	2	4	0	1	1
ENSMUSG00000064919	3	3	1	4	2	1	4	6	5	4	3	2
ENSMUSG00000091528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064916	0	7	0	5	2	1	4	0	4	3	4	2
ENSMUSG00000064917	3	1	0	2	0	0	0	0	4	3	1	1
ENSMUSG00000064915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105858	0	0	2	4	0	0	0	1	0	1	0	0
ENSMUSG00000112189	29	16	23	55	61	28	13	0	8	11	14	14
ENSMUSG00000105851	12	6	4	10	5	4	11	7	12	5	9	6
ENSMUSG00000105850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101287	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000105855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105854	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000105857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105856	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000118088	2	0	0	2	5	0	1	0	2	0	0	1
ENSMUSG00000118089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040729	10	6	11	8	3	8	8	5	10	11	16	9
ENSMUSG00000040728	2	0	3	2	6	6	6	2	9	1	5	1
ENSMUSG00000040723	154	124	133	102	132	92	204	92	219	180	166	149
ENSMUSG00000040722	324	277	207	227	400	166	287	134	231	219	220	242
ENSMUSG00000040721	673	613	453	535	1138	375	985	405	758	636	646	706
ENSMUSG00000040720	816	565	651	587	888	678	909	518	876	796	626	801
ENSMUSG00000118084	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000040726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040725	3328	2307	2191	1918	3010	2161	3280	1807	2831	2878	1941	2572
ENSMUSG00000040724	229	213	223	270	377	333	448	247	420	327	246	358
ENSMUSG00000061983	2604	1549	1233	1787	2630	1312	1788	1025	1387	1389	1859	1761
ENSMUSG00000061981	1301	907	899	815	1339	858	1420	892	1258	1272	946	1474
ENSMUSG00000109118	9	8	4	0	3	5	10	2	3	2	2	6
ENSMUSG00000100674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109115	59	27	29	29	37	28	39	30	24	38	62	26
ENSMUSG00000061988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109110	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000109111	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000109112	0	1	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000109113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111752	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000111751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111757	0	1	1	0	2	4	5	0	0	3	3	3
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111755	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052157	1	0	2	0	0	1	0	0	2	2	1	0
ENSMUSG00000052155	1107	667	647	629	903	897	980	577	969	867	728	848
ENSMUSG00000052154	1	0	0	2	2	1	1	2	0	1	0	0
ENSMUSG00000052151	201	172	143	163	269	113	249	183	285	239	200	298
ENSMUSG00000094266	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112042	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025257	62	34	34	40	64	52	60	36	33	58	24	45
ENSMUSG00000025255	1144	665	710	730	1138	955	1124	665	1071	1029	911	877
ENSMUSG00000086260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108152	0	3	2	0	1	0	1	0	0	1	0	0
ENSMUSG00000106720	1	2	2	1	3	2	6	3	2	0	6	3
ENSMUSG00000108151	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049988	21	28	25	39	65	25	45	35	62	50	36	57
ENSMUSG00000060166	97	69	75	60	126	58	119	51	110	97	55	124
ENSMUSG00000023940	5	1	0	1	1	3	1	0	0	2	2	1
ENSMUSG00000097428	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023942	4543	2938	3199	4436	6534	2519	5480	3644	5492	4997	4881	6641
ENSMUSG00000023943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023944	29867	17495	13704	16575	24101	16919	24339	14866	18382	21862	20711	15959
ENSMUSG00000023945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023947	63	69	45	63	79	50	80	48	88	76	63	87
ENSMUSG00000086266	0	0	1	1	0	1	0	0	3	0	0	0
ENSMUSG00000067750	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000062981	1174	721	647	727	1289	738	1041	547	860	781	765	826
ENSMUSG00000062980	1886	1296	1352	1256	1595	1669	1563	956	1462	1439	1406	1419
ENSMUSG00000062987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091119	344	213	247	240	359	349	331	194	322	258	222	280
ENSMUSG00000091116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091117	2	1	0	3	1	1	0	0	0	2	0	0
ENSMUSG00000091114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112041	1	0	0	3	0	1	2	0	8	5	5	1
ENSMUSG00000091110	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000097427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089267	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000065667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102851	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065662	0	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000065661	0	1	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000065660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065669	5	3	4	0	5	5	4	1	7	0	7	3
ENSMUSG00000105008	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117169	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103185	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103186	1	2	1	1	1	4	3	2	1	0	2	3
ENSMUSG00000053208	0	0	2	1	0	0	0	0	0	0	1	0
ENSMUSG00000103180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103183	19	17	21	42	48	19	37	15	24	35	20	42
ENSMUSG00000103182	0	1	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000110088	4	10	6	6	2	4	6	7	10	4	8	3
ENSMUSG00000053205	278	188	233	222	367	329	440	175	316	259	283	263
ENSMUSG00000112817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112816	3	1	0	2	5	1	3	2	5	3	5	0
ENSMUSG00000103189	0	0	0	0	2	1	2	0	0	2	0	1
ENSMUSG00000103188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106359	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000106358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083909	1	2	2	1	2	0	7	2	7	5	4	4
ENSMUSG00000076911	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076917	0	0	0	0	1	0	0	1	0	0	0	1
ENSMUSG00000076916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105001	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091526	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100980	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066406	3067	2560	2355	2089	3485	2064	3388	1555	2978	2440	3197	2823
ENSMUSG00000066407	2	5	1	4	6	0	6	1	4	3	2	0
ENSMUSG00000100986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100987	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016128	1436	649	1000	842	1297	879	1008	574	778	820	621	830
ENSMUSG00000117368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019961	1270	1064	844	1044	1820	1024	1255	774	1254	1216	1022	973
ENSMUSG00000019960	985	908	469	619	1292	776	1034	920	1399	1538	1449	1066
ENSMUSG00000019966	30	26	23	33	41	21	27	15	37	27	15	34
ENSMUSG00000117360	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117361	0	1	1	0	1	0	1	1	1	0	0	1
ENSMUSG00000019969	1202	885	834	711	1125	760	1244	699	1052	988	930	1093
ENSMUSG00000117363	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020376	2490	1503	1455	1578	2206	1831	2260	1422	2202	1925	1889	1777
ENSMUSG00000020377	1	3	0	2	2	0	2	0	2	3	2	3
ENSMUSG00000020374	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020375	632	430	435	400	578	522	649	352	505	552	436	474
ENSMUSG00000020372	5228	3332	2901	3973	6199	2799	3826	2326	3547	3243	3820	4140
ENSMUSG00000103724	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103727	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000103726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097331	15	15	17	14	21	11	24	10	13	15	10	19
ENSMUSG00000064138	387	240	242	286	357	259	360	189	363	335	256	277
ENSMUSG00000070458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107406	0	1	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000107407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107400	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107402	12	15	8	13	13	11	16	3	6	7	14	6
ENSMUSG00000107403	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106296	1	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000117946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117947	3	1	0	0	2	1	3	0	0	2	3	0
ENSMUSG00000117940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081933	1	0	0	0	1	0	1	0	4	0	0	1
ENSMUSG00000096238	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000096239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096236	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081932	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000117948	2	0	2	2	0	1	0	0	0	3	3	0
ENSMUSG00000096233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096230	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101768	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000101763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101762	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101761	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101766	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113069	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113068	0	0	1	1	0	0	5	4	0	3	0	0
ENSMUSG00000106290	31	14	11	6	14	8	8	8	12	10	9	11
